"","WT","Date","Diff_PSL"
"602",3,2005-06-05,109.157738699068
"603",3,2005-06-06,71.9320866640919
"604",3,2005-06-07,-10.3676706297556
"605",3,2005-06-08,-46.1519335335179
"606",3,2005-06-09,-56.5694844586978
"607",3,2005-06-10,20.6769801980263
"608",3,2005-06-11,-142.94909511444
"609",3,2005-06-12,-174.57273448912
"610",3,2005-06-13,-46.4698037554772
"611",3,2005-06-14,76.1746976951836
"612",3,2005-06-15,-0.63006969242997
"613",3,2005-06-16,16.232840650875
"614",3,2005-06-17,75.729352225695
"615",3,2005-06-18,119.491782989775
"616",3,2005-06-19,82.0921471757756
"617",3,2005-06-20,-23.3277940370899
"618",3,2005-06-21,-34.6402002008545
"619",3,2005-06-22,21.5259495211794
"620",3,2005-06-23,70.471925215068
"621",3,2005-06-24,45.5814650624816
"622",3,2005-06-25,-18.3357295386231
"623",3,2005-06-26,-32.8406001460826
"624",3,2005-06-27,44.2340732024022
"625",3,2005-06-28,129.450640876079
"626",3,2005-06-29,102.419418773323
"627",3,2005-06-30,-75.0227185115946
"628",3,2005-07-01,-33.3747121510387
"629",3,2005-07-02,-36.2921159815742
"630",3,2005-07-03,-62.8241039908316
"631",3,2005-07-04,-67.9855821903911
"632",3,2005-07-05,31.0002485392033
"633",3,2005-07-06,90.2134799545456
"634",3,2005-07-07,-50.2688534734625
"635",3,2005-07-08,-94.0305297435407
"636",3,2005-07-09,-25.0162209868577
"637",3,2005-07-10,11.3830001724564
"638",3,2005-07-11,43.8202110554266
"639",3,2005-07-12,108.127605857415
"640",3,2005-07-13,118.147141545604
"641",3,2005-07-14,-21.561390450006
"642",3,2005-07-15,-169.52557037209
"643",3,2005-07-16,-66.2318439579685
"644",3,2005-07-17,43.3141446701047
"645",3,2005-07-18,-30.4594690898375
"646",3,2005-07-19,-53.1079281468119
"647",3,2005-07-20,10.4813126420195
"648",3,2005-07-21,7.40656828234205
"649",3,2005-07-22,-31.8911601201107
"650",3,2005-07-23,36.0006898230786
